汉字,笔顺,名称,UCS,image_paths
驳,5 5 1 3 4 3 4,935,09A73,"pic/noto_serif/驳.png,pic/source_han_sans/驳.png,pic/AlibabaPuHuiTi/驳.png,pic/kaiti/驳.png,pic/hanyi_senty_wen/驳.png"
纵,5 5 1 3 4 3 4,936,07EB5,"pic/noto_serif/纵.png,pic/source_han_sans/纵.png,pic/AlibabaPuHuiTi/纵.png,pic/kaiti/纵.png,pic/hanyi_senty_wen/纵.png"
纷,5 5 1 3 4 5 3,937,07EB7,"pic/noto_serif/纷.png,pic/source_han_sans/纷.png,pic/AlibabaPuHuiTi/纷.png,pic/kaiti/纷.png,pic/hanyi_senty_wen/纷.png"
纸,5 5 1 3 5 1 5,938,07EB8,"pic/noto_serif/纸.png,pic/source_han_sans/纸.png,pic/AlibabaPuHuiTi/纸.png,pic/kaiti/纸.png,pic/hanyi_senty_wen/纸.png"
纹,5 5 1 4 1 3 4,939,07EB9,"pic/noto_serif/纹.png,pic/source_han_sans/纹.png,pic/AlibabaPuHuiTi/纹.png,pic/kaiti/纹.png,pic/hanyi_senty_wen/纹.png"
纺,5 5 1 4 1 5 3,940,07EBA,"pic/noto_serif/纺.png,pic/source_han_sans/纺.png,pic/AlibabaPuHuiTi/纺.png,pic/kaiti/纺.png,pic/hanyi_senty_wen/纺.png"
驴,5 5 1 4 5 1 3,941,09A74,"pic/noto_serif/驴.png,pic/source_han_sans/驴.png,pic/AlibabaPuHuiTi/驴.png,pic/kaiti/驴.png,pic/hanyi_senty_wen/驴.png"
纽,5 5 1 5 2 1 1,942,07EBD,"pic/noto_serif/纽.png,pic/source_han_sans/纽.png,pic/AlibabaPuHuiTi/纽.png,pic/kaiti/纽.png,pic/hanyi_senty_wen/纽.png"
奉,1 1 1 3 4 1 1 2,943,05949,"pic/noto_serif/奉.png,pic/source_han_sans/奉.png,pic/AlibabaPuHuiTi/奉.png,pic/kaiti/奉.png,pic/hanyi_senty_wen/奉.png"
玩,1 1 2 1 1 1 3 5,944,073A9,"pic/noto_serif/玩.png,pic/source_han_sans/玩.png,pic/AlibabaPuHuiTi/玩.png,pic/kaiti/玩.png,pic/hanyi_senty_wen/玩.png"
环,1 1 2 1 1 3 2 4,945,073AF,"pic/noto_serif/环.png,pic/source_han_sans/环.png,pic/AlibabaPuHuiTi/环.png,pic/kaiti/环.png,pic/hanyi_senty_wen/环.png"
武,1 1 2 1 2 1 5 4,946,06B66,"pic/noto_serif/武.png,pic/source_han_sans/武.png,pic/AlibabaPuHuiTi/武.png,pic/kaiti/武.png,pic/hanyi_senty_wen/武.png"
青,1 1 2 1 2 5 1 1,947,09752,"pic/noto_serif/青.png,pic/source_han_sans/青.png,pic/AlibabaPuHuiTi/青.png,pic/kaiti/青.png,pic/hanyi_senty_wen/青.png"
责,1 1 2 1 2 5 3 4,948,08D23,"pic/noto_serif/责.png,pic/source_han_sans/责.png,pic/AlibabaPuHuiTi/责.png,pic/kaiti/责.png,pic/hanyi_senty_wen/责.png"
现,1 1 2 1 2 5 3 5,949,073B0,"pic/noto_serif/现.png,pic/source_han_sans/现.png,pic/AlibabaPuHuiTi/现.png,pic/kaiti/现.png,pic/hanyi_senty_wen/现.png"
玫,1 1 2 1 3 1 3 4,950,073AB,"pic/noto_serif/玫.png,pic/source_han_sans/玫.png,pic/AlibabaPuHuiTi/玫.png,pic/kaiti/玫.png,pic/hanyi_senty_wen/玫.png"
表,1 1 2 1 3 5 3 4,951,08868,"pic/noto_serif/表.png,pic/source_han_sans/表.png,pic/AlibabaPuHuiTi/表.png,pic/kaiti/表.png,pic/hanyi_senty_wen/表.png"
规,1 1 3 4 2 5 3 5,952,089C4,"pic/noto_serif/规.png,pic/source_han_sans/规.png,pic/AlibabaPuHuiTi/规.png,pic/kaiti/规.png,pic/hanyi_senty_wen/规.png"
抹,1 2 1 1 1 2 3 4,953,062B9,"pic/noto_serif/抹.png,pic/source_han_sans/抹.png,pic/AlibabaPuHuiTi/抹.png,pic/kaiti/抹.png,pic/hanyi_senty_wen/抹.png"
卦,1 2 1 1 2 1 2 4,954,05366,"pic/noto_serif/卦.png,pic/source_han_sans/卦.png,pic/AlibabaPuHuiTi/卦.png,pic/kaiti/卦.png,pic/hanyi_senty_wen/卦.png"
坷,1 2 1 1 2 5 1 2,955,05777,"pic/noto_serif/坷.png,pic/source_han_sans/坷.png,pic/AlibabaPuHuiTi/坷.png,pic/kaiti/坷.png,pic/hanyi_senty_wen/坷.png"
坯,1 2 1 1 3 2 4 1,956,0576F,"pic/noto_serif/坯.png,pic/source_han_sans/坯.png,pic/AlibabaPuHuiTi/坯.png,pic/kaiti/坯.png,pic/hanyi_senty_wen/坯.png"
拓,1 2 1 1 3 2 5 1,957,062D3,"pic/noto_serif/拓.png,pic/source_han_sans/拓.png,pic/AlibabaPuHuiTi/拓.png,pic/kaiti/拓.png,pic/hanyi_senty_wen/拓.png"
拢,1 2 1 1 3 5 3 4,958,062E2,"pic/noto_serif/拢.png,pic/source_han_sans/拢.png,pic/AlibabaPuHuiTi/拢.png,pic/kaiti/拢.png,pic/hanyi_senty_wen/拢.png"
拔,1 2 1 1 3 5 4 4,959,062D4,"pic/noto_serif/拔.png,pic/source_han_sans/拔.png,pic/AlibabaPuHuiTi/拔.png,pic/kaiti/拔.png,pic/hanyi_senty_wen/拔.png"
坪,1 2 1 1 4 3 1 2,960,0576A,"pic/noto_serif/坪.png,pic/source_han_sans/坪.png,pic/AlibabaPuHuiTi/坪.png,pic/kaiti/坪.png,pic/hanyi_senty_wen/坪.png"
拣,1 2 1 1 5 5 3 4,961,062E3,"pic/noto_serif/拣.png,pic/source_han_sans/拣.png,pic/AlibabaPuHuiTi/拣.png,pic/kaiti/拣.png,pic/hanyi_senty_wen/拣.png"
坦,1 2 1 2 5 1 1 1,962,05766,"pic/noto_serif/坦.png,pic/source_han_sans/坦.png,pic/AlibabaPuHuiTi/坦.png,pic/kaiti/坦.png,pic/hanyi_senty_wen/坦.png"
担,1 2 1 2 5 1 1 1,963,062C5,"pic/noto_serif/担.png,pic/source_han_sans/担.png,pic/AlibabaPuHuiTi/担.png,pic/kaiti/担.png,pic/hanyi_senty_wen/担.png"
坤,1 2 1 2 5 1 1 2,964,05764,"pic/noto_serif/坤.png,pic/source_han_sans/坤.png,pic/AlibabaPuHuiTi/坤.png,pic/kaiti/坤.png,pic/hanyi_senty_wen/坤.png"
押,1 2 1 2 5 1 1 2,965,062BC,"pic/noto_serif/押.png,pic/source_han_sans/押.png,pic/AlibabaPuHuiTi/押.png,pic/kaiti/押.png,pic/hanyi_senty_wen/押.png"
抽,1 2 1 2 5 1 2 1,966,062BD,"pic/noto_serif/抽.png,pic/source_han_sans/抽.png,pic/AlibabaPuHuiTi/抽.png,pic/kaiti/抽.png,pic/hanyi_senty_wen/抽.png"
拐,1 2 1 2 5 1 5 3,967,062D0,"pic/noto_serif/拐.png,pic/source_han_sans/拐.png,pic/AlibabaPuHuiTi/拐.png,pic/kaiti/拐.png,pic/hanyi_senty_wen/拐.png"
拖,1 2 1 3 1 5 2 5,968,062D6,"pic/noto_serif/拖.png,pic/source_han_sans/拖.png,pic/AlibabaPuHuiTi/拖.png,pic/kaiti/拖.png,pic/hanyi_senty_wen/拖.png"
者,1 2 1 3 2 5 1 1,969,08005,"pic/noto_serif/者.png,pic/source_han_sans/者.png,pic/AlibabaPuHuiTi/者.png,pic/kaiti/者.png,pic/hanyi_senty_wen/者.png"
拍,1 2 1 3 2 5 1 1,970,062CD,"pic/noto_serif/拍.png,pic/source_han_sans/拍.png,pic/AlibabaPuHuiTi/拍.png,pic/kaiti/拍.png,pic/hanyi_senty_wen/拍.png"
顶,1 2 1 3 2 5 3 4,971,09876,"pic/noto_serif/顶.png,pic/source_han_sans/顶.png,pic/AlibabaPuHuiTi/顶.png,pic/kaiti/顶.png,pic/hanyi_senty_wen/顶.png"
拆,1 2 1 3 3 1 2 4,972,062C6,"pic/noto_serif/拆.png,pic/source_han_sans/拆.png,pic/AlibabaPuHuiTi/拆.png,pic/kaiti/拆.png,pic/hanyi_senty_wen/拆.png"
拎,1 2 1 3 4 4 5 4,973,062CE,"pic/noto_serif/拎.png,pic/source_han_sans/拎.png,pic/AlibabaPuHuiTi/拎.png,pic/kaiti/拎.png,pic/hanyi_senty_wen/拎.png"
拥,1 2 1 3 5 1 1 2,974,062E5,"pic/noto_serif/拥.png,pic/source_han_sans/拥.png,pic/AlibabaPuHuiTi/拥.png,pic/kaiti/拥.png,pic/hanyi_senty_wen/拥.png"
抵,1 2 1 3 5 1 5 4,975,062B5,"pic/noto_serif/抵.png,pic/source_han_sans/抵.png,pic/AlibabaPuHuiTi/抵.png,pic/kaiti/抵.png,pic/hanyi_senty_wen/抵.png"
拘,1 2 1 3 5 2 5 1,976,062D8,"pic/noto_serif/拘.png,pic/source_han_sans/拘.png,pic/AlibabaPuHuiTi/拘.png,pic/kaiti/拘.png,pic/hanyi_senty_wen/拘.png"
势,1 2 1 3 5 4 5 3,977,052BF,"pic/noto_serif/势.png,pic/source_han_sans/势.png,pic/AlibabaPuHuiTi/势.png,pic/kaiti/势.png,pic/hanyi_senty_wen/势.png"
抱,1 2 1 3 5 5 1 5,978,062B1,"pic/noto_serif/抱.png,pic/source_han_sans/抱.png,pic/AlibabaPuHuiTi/抱.png,pic/kaiti/抱.png,pic/hanyi_senty_wen/抱.png"
拄,1 2 1 4 1 1 2 1,979,062C4,"pic/noto_serif/拄.png,pic/source_han_sans/拄.png,pic/AlibabaPuHuiTi/拄.png,pic/kaiti/拄.png,pic/hanyi_senty_wen/拄.png"
垃,1 2 1 4 1 4 3 1,980,05783,"pic/noto_serif/垃.png,pic/source_han_sans/垃.png,pic/AlibabaPuHuiTi/垃.png,pic/kaiti/垃.png,pic/hanyi_senty_wen/垃.png"
拉,1 2 1 4 1 4 3 1,981,062C9,"pic/noto_serif/拉.png,pic/source_han_sans/拉.png,pic/AlibabaPuHuiTi/拉.png,pic/kaiti/拉.png,pic/hanyi_senty_wen/拉.png"
拦,1 2 1 4 3 1 1 1,982,062E6,"pic/noto_serif/拦.png,pic/source_han_sans/拦.png,pic/AlibabaPuHuiTi/拦.png,pic/kaiti/拦.png,pic/hanyi_senty_wen/拦.png"
幸,1 2 1 4 3 1 1 2,983,05E78,"pic/noto_serif/幸.png,pic/source_han_sans/幸.png,pic/AlibabaPuHuiTi/幸.png,pic/kaiti/幸.png,pic/hanyi_senty_wen/幸.png"
拌,1 2 1 4 3 1 1 2,984,062CC,"pic/noto_serif/拌.png,pic/source_han_sans/拌.png,pic/AlibabaPuHuiTi/拌.png,pic/kaiti/拌.png,pic/hanyi_senty_wen/拌.png"
拧,1 2 1 4 4 5 1 2,985,062E7,"pic/noto_serif/拧.png,pic/source_han_sans/拧.png,pic/AlibabaPuHuiTi/拧.png,pic/kaiti/拧.png,pic/hanyi_senty_wen/拧.png"
拂,1 2 1 5 1 5 3 2,986,062C2,"pic/noto_serif/拂.png,pic/source_han_sans/拂.png,pic/AlibabaPuHuiTi/拂.png,pic/kaiti/拂.png,pic/hanyi_senty_wen/拂.png"
拙,1 2 1 5 2 2 5 2,987,062D9,"pic/noto_serif/拙.png,pic/source_han_sans/拙.png,pic/AlibabaPuHuiTi/拙.png,pic/kaiti/拙.png,pic/hanyi_senty_wen/拙.png"
招,1 2 1 5 3 2 5 1,988,062DB,"pic/noto_serif/招.png,pic/source_han_sans/招.png,pic/AlibabaPuHuiTi/招.png,pic/kaiti/招.png,pic/hanyi_senty_wen/招.png"
坡,1 2 1 5 3 2 5 4,989,05761,"pic/noto_serif/坡.png,pic/source_han_sans/坡.png,pic/AlibabaPuHuiTi/坡.png,pic/kaiti/坡.png,pic/hanyi_senty_wen/坡.png"
披,1 2 1 5 3 2 5 4,990,062AB,"pic/noto_serif/披.png,pic/source_han_sans/披.png,pic/AlibabaPuHuiTi/披.png,pic/kaiti/披.png,pic/hanyi_senty_wen/披.png"
拨,1 2 1 5 3 5 4 4,991,062E8,"pic/noto_serif/拨.png,pic/source_han_sans/拨.png,pic/AlibabaPuHuiTi/拨.png,pic/kaiti/拨.png,pic/hanyi_senty_wen/拨.png"
择,1 2 1 5 4 1 1 2,992,062E9,"pic/noto_serif/择.png,pic/source_han_sans/择.png,pic/AlibabaPuHuiTi/择.png,pic/kaiti/择.png,pic/hanyi_senty_wen/择.png"
抬,1 2 1 5 4 2 5 1,993,062AC,"pic/noto_serif/抬.png,pic/source_han_sans/抬.png,pic/AlibabaPuHuiTi/抬.png,pic/kaiti/抬.png,pic/hanyi_senty_wen/抬.png"
拇,1 2 1 5 5 4 1 4,994,062C7,"pic/noto_serif/拇.png,pic/source_han_sans/拇.png,pic/AlibabaPuHuiTi/拇.png,pic/kaiti/拇.png,pic/hanyi_senty_wen/拇.png"
拗,1 2 1 5 5 4 5 3,995,062D7,"pic/noto_serif/拗.png,pic/source_han_sans/拗.png,pic/AlibabaPuHuiTi/拗.png,pic/kaiti/拗.png,pic/hanyi_senty_wen/拗.png"
其,1 2 2 1 1 1 3 4,996,05176,"pic/noto_serif/其.png,pic/source_han_sans/其.png,pic/AlibabaPuHuiTi/其.png,pic/kaiti/其.png,pic/hanyi_senty_wen/其.png"
取,1 2 2 1 1 1 5 4,997,053D6,"pic/noto_serif/取.png,pic/source_han_sans/取.png,pic/AlibabaPuHuiTi/取.png,pic/kaiti/取.png,pic/hanyi_senty_wen/取.png"
茉,1 2 2 1 1 2 3 4,998,08309,"pic/noto_serif/茉.png,pic/source_han_sans/茉.png,pic/AlibabaPuHuiTi/茉.png,pic/kaiti/茉.png,pic/hanyi_senty_wen/茉.png"
苦,1 2 2 1 2 2 5 1,999,082E6,"pic/noto_serif/苦.png,pic/source_han_sans/苦.png,pic/AlibabaPuHuiTi/苦.png,pic/kaiti/苦.png,pic/hanyi_senty_wen/苦.png"
昔,1 2 2 1 2 5 1 1,1000,06614,"pic/noto_serif/昔.png,pic/source_han_sans/昔.png,pic/AlibabaPuHuiTi/昔.png,pic/kaiti/昔.png,pic/hanyi_senty_wen/昔.png"
苛,1 2 2 1 2 5 1 2,1001,082DB,"pic/noto_serif/苛.png,pic/source_han_sans/苛.png,pic/AlibabaPuHuiTi/苛.png,pic/kaiti/苛.png,pic/hanyi_senty_wen/苛.png"
若,1 2 2 1 3 2 5 1,1002,082E5,"pic/noto_serif/若.png,pic/source_han_sans/若.png,pic/AlibabaPuHuiTi/若.png,pic/kaiti/若.png,pic/hanyi_senty_wen/若.png"
茂,1 2 2 1 3 5 3 4,1003,08302,"pic/noto_serif/茂.png,pic/source_han_sans/茂.png,pic/AlibabaPuHuiTi/茂.png,pic/kaiti/茂.png,pic/hanyi_senty_wen/茂.png"
苹,1 2 2 1 4 3 1 2,1004,082F9,"pic/noto_serif/苹.png,pic/source_han_sans/苹.png,pic/AlibabaPuHuiTi/苹.png,pic/kaiti/苹.png,pic/hanyi_senty_wen/苹.png"
苗,1 2 2 2 5 1 2 1,1005,082D7,"pic/noto_serif/苗.png,pic/source_han_sans/苗.png,pic/AlibabaPuHuiTi/苗.png,pic/kaiti/苗.png,pic/hanyi_senty_wen/苗.png"
英,1 2 2 2 5 1 3 4,1006,082F1,"pic/noto_serif/英.png,pic/source_han_sans/英.png,pic/AlibabaPuHuiTi/英.png,pic/kaiti/英.png,pic/hanyi_senty_wen/英.png"
苟,1 2 2 3 5 2 5 1,1007,082DF,"pic/noto_serif/苟.png,pic/source_han_sans/苟.png,pic/AlibabaPuHuiTi/苟.png,pic/kaiti/苟.png,pic/hanyi_senty_wen/苟.png"
苑,1 2 2 3 5 4 5 5,1008,082D1,"pic/noto_serif/苑.png,pic/source_han_sans/苑.png,pic/AlibabaPuHuiTi/苑.png,pic/kaiti/苑.png,pic/hanyi_senty_wen/苑.png"
苞,1 2 2 3 5 5 1 5,1009,082DE,"pic/noto_serif/苞.png,pic/source_han_sans/苞.png,pic/AlibabaPuHuiTi/苞.png,pic/kaiti/苞.png,pic/hanyi_senty_wen/苞.png"
范,1 2 2 4 4 1 5 5,1010,08303,"pic/noto_serif/范.png,pic/source_han_sans/范.png,pic/AlibabaPuHuiTi/范.png,pic/kaiti/范.png,pic/hanyi_senty_wen/范.png"
直,1 2 2 5 1 1 1 1,1011,076F4,"pic/noto_serif/直.png,pic/source_han_sans/直.png,pic/AlibabaPuHuiTi/直.png,pic/kaiti/直.png,pic/hanyi_senty_wen/直.png"
茁,1 2 2 5 2 2 5 2,1012,08301,"pic/noto_serif/茁.png,pic/source_han_sans/茁.png,pic/AlibabaPuHuiTi/茁.png,pic/kaiti/茁.png,pic/hanyi_senty_wen/茁.png"
茄,1 2 2 5 3 2 5 1,1013,08304,"pic/noto_serif/茄.png,pic/source_han_sans/茄.png,pic/AlibabaPuHuiTi/茄.png,pic/kaiti/茄.png,pic/hanyi_senty_wen/茄.png"
茎,1 2 2 5 4 1 2 1,1014,0830E,"pic/noto_serif/茎.png,pic/source_han_sans/茎.png,pic/AlibabaPuHuiTi/茎.png,pic/kaiti/茎.png,pic/hanyi_senty_wen/茎.png"
苔,1 2 2 5 4 2 5 1,1015,082D4,"pic/noto_serif/苔.png,pic/source_han_sans/苔.png,pic/AlibabaPuHuiTi/苔.png,pic/kaiti/苔.png,pic/hanyi_senty_wen/苔.png"
茅,1 2 2 5 4 5 2 3,1016,08305,"pic/noto_serif/茅.png,pic/source_han_sans/茅.png,pic/AlibabaPuHuiTi/茅.png,pic/kaiti/茅.png,pic/hanyi_senty_wen/茅.png"
枉,1 2 3 4 1 1 2 1,1017,06789,"pic/noto_serif/枉.png,pic/source_han_sans/枉.png,pic/AlibabaPuHuiTi/枉.png,pic/kaiti/枉.png,pic/hanyi_senty_wen/枉.png"
林,1 2 3 4 1 2 3 4,1018,06797,"pic/noto_serif/林.png,pic/source_han_sans/林.png,pic/AlibabaPuHuiTi/林.png,pic/kaiti/林.png,pic/hanyi_senty_wen/林.png"
枝,1 2 3 4 1 2 5 4,1019,0679D,"pic/noto_serif/枝.png,pic/source_han_sans/枝.png,pic/AlibabaPuHuiTi/枝.png,pic/kaiti/枝.png,pic/hanyi_senty_wen/枝.png"
杯,1 2 3 4 1 3 2 4,1020,0676F,"pic/noto_serif/杯.png,pic/source_han_sans/杯.png,pic/AlibabaPuHuiTi/杯.png,pic/kaiti/杯.png,pic/hanyi_senty_wen/杯.png"
枢,1 2 3 4 1 3 4 5,1021,067A2,"pic/noto_serif/枢.png,pic/source_han_sans/枢.png,pic/AlibabaPuHuiTi/枢.png,pic/kaiti/枢.png,pic/hanyi_senty_wen/枢.png"
柜,1 2 3 4 1 5 1 5,1022,067DC,"pic/noto_serif/柜.png,pic/source_han_sans/柜.png,pic/AlibabaPuHuiTi/柜.png,pic/kaiti/柜.png,pic/hanyi_senty_wen/柜.png"
枚,1 2 3 4 3 1 3 4,1023,0679A,"pic/noto_serif/枚.png,pic/source_han_sans/枚.png,pic/AlibabaPuHuiTi/枚.png,pic/kaiti/枚.png,pic/hanyi_senty_wen/枚.png"
析,1 2 3 4 3 3 1 2,1024,06790,"pic/noto_serif/析.png,pic/source_han_sans/析.png,pic/AlibabaPuHuiTi/析.png,pic/kaiti/析.png,pic/hanyi_senty_wen/析.png"
板,1 2 3 4 3 3 5 4,1025,0677F,"pic/noto_serif/板.png,pic/source_han_sans/板.png,pic/AlibabaPuHuiTi/板.png,pic/kaiti/板.png,pic/hanyi_senty_wen/板.png"
松,1 2 3 4 3 4 5 4,1026,0677E,"pic/noto_serif/松.png,pic/source_han_sans/松.png,pic/AlibabaPuHuiTi/松.png,pic/kaiti/松.png,pic/hanyi_senty_wen/松.png"
枪,1 2 3 4 3 4 5 5,1027,067AA,"pic/noto_serif/枪.png,pic/source_han_sans/枪.png,pic/AlibabaPuHuiTi/枪.png,pic/kaiti/枪.png,pic/hanyi_senty_wen/枪.png"
枫,1 2 3 4 3 5 3 4,1028,067AB,"pic/noto_serif/枫.png,pic/source_han_sans/枫.png,pic/AlibabaPuHuiTi/枫.png,pic/kaiti/枫.png,pic/hanyi_senty_wen/枫.png"
构,1 2 3 4 3 5 5 4,1029,06784,"pic/noto_serif/构.png,pic/source_han_sans/构.png,pic/AlibabaPuHuiTi/构.png,pic/kaiti/构.png,pic/hanyi_senty_wen/构.png"
杭,1 2 3 4 4 1 3 5,1030,0676D,"pic/noto_serif/杭.png,pic/source_han_sans/杭.png,pic/AlibabaPuHuiTi/杭.png,pic/kaiti/杭.png,pic/hanyi_senty_wen/杭.png"
杰,1 2 3 4 4 4 4 4,1031,06770,"pic/noto_serif/杰.png,pic/source_han_sans/杰.png,pic/AlibabaPuHuiTi/杰.png,pic/kaiti/杰.png,pic/hanyi_senty_wen/杰.png"
述,1 2 3 4 4 4 5 4,1032,08FF0,"pic/noto_serif/述.png,pic/source_han_sans/述.png,pic/AlibabaPuHuiTi/述.png,pic/kaiti/述.png,pic/hanyi_senty_wen/述.png"
枕,1 2 3 4 4 5 3 5,1033,06795,"pic/noto_serif/枕.png,pic/source_han_sans/枕.png,pic/AlibabaPuHuiTi/枕.png,pic/kaiti/枕.png,pic/hanyi_senty_wen/枕.png"
丧,1 2 4 3 1 5 3 4,1034,04E27,"pic/noto_serif/丧.png,pic/source_han_sans/丧.png,pic/AlibabaPuHuiTi/丧.png,pic/kaiti/丧.png,pic/hanyi_senty_wen/丧.png"
或,1 2 5 1 1 5 3 4,1035,06216,"pic/noto_serif/或.png,pic/source_han_sans/或.png,pic/AlibabaPuHuiTi/或.png,pic/kaiti/或.png,pic/hanyi_senty_wen/或.png"
画,1 2 5 1 2 1 5 2,1036,0753B,"pic/noto_serif/画.png,pic/source_han_sans/画.png,pic/AlibabaPuHuiTi/画.png,pic/kaiti/画.png,pic/hanyi_senty_wen/画.png"
卧,1 2 5 1 2 5 2 4,1037,05367,"pic/noto_serif/卧.png,pic/source_han_sans/卧.png,pic/AlibabaPuHuiTi/卧.png,pic/kaiti/卧.png,pic/hanyi_senty_wen/卧.png"
事,1 2 5 1 5 1 1 2,1038,04E8B,"pic/noto_serif/事.png,pic/source_han_sans/事.png,pic/AlibabaPuHuiTi/事.png,pic/kaiti/事.png,pic/hanyi_senty_wen/事.png"
刺,1 2 5 2 3 4 2 2,1039,0523A,"pic/noto_serif/刺.png,pic/source_han_sans/刺.png,pic/AlibabaPuHuiTi/刺.png,pic/kaiti/刺.png,pic/hanyi_senty_wen/刺.png"
枣,1 2 5 2 3 4 4 4,1040,067A3,"pic/noto_serif/枣.png,pic/source_han_sans/枣.png,pic/AlibabaPuHuiTi/枣.png,pic/kaiti/枣.png,pic/hanyi_senty_wen/枣.png"
雨,1 2 5 2 4 4 4 4,1041,096E8,"pic/noto_serif/雨.png,pic/source_han_sans/雨.png,pic/AlibabaPuHuiTi/雨.png,pic/kaiti/雨.png,pic/hanyi_senty_wen/雨.png"
卖,1 2 5 4 4 1 3 4,1042,05356,"pic/noto_serif/卖.png,pic/source_han_sans/卖.png,pic/AlibabaPuHuiTi/卖.png,pic/kaiti/卖.png,pic/hanyi_senty_wen/卖.png"
郁,1 3 2 5 1 1 5 2,1043,090C1,"pic/noto_serif/郁.png,pic/source_han_sans/郁.png,pic/AlibabaPuHuiTi/郁.png,pic/kaiti/郁.png,pic/hanyi_senty_wen/郁.png"
矾,1 3 2 5 1 3 5 4,1044,077FE,"pic/noto_serif/矾.png,pic/source_han_sans/矾.png,pic/AlibabaPuHuiTi/矾.png,pic/kaiti/矾.png,pic/hanyi_senty_wen/矾.png"
矿,1 3 2 5 1 4 1 3,1045,077FF,"pic/noto_serif/矿.png,pic/source_han_sans/矿.png,pic/AlibabaPuHuiTi/矿.png,pic/kaiti/矿.png,pic/hanyi_senty_wen/矿.png"
码,1 3 2 5 1 5 5 1,1046,07801,"pic/noto_serif/码.png,pic/source_han_sans/码.png,pic/AlibabaPuHuiTi/码.png,pic/kaiti/码.png,pic/hanyi_senty_wen/码.png"
厕,1 3 2 5 3 4 2 2,1047,05395,"pic/noto_serif/厕.png,pic/source_han_sans/厕.png,pic/AlibabaPuHuiTi/厕.png,pic/kaiti/厕.png,pic/hanyi_senty_wen/厕.png"
奈,1 3 4 1 1 2 3 4,1048,05948,"pic/noto_serif/奈.png,pic/source_han_sans/奈.png,pic/AlibabaPuHuiTi/奈.png,pic/kaiti/奈.png,pic/hanyi_senty_wen/奈.png"
奔,1 3 4 1 2 1 3 2,1049,05954,"pic/noto_serif/奔.png,pic/source_han_sans/奔.png,pic/AlibabaPuHuiTi/奔.png,pic/kaiti/奔.png,pic/hanyi_senty_wen/奔.png"
奇,1 3 4 1 2 5 1 2,1050,05947,"pic/noto_serif/奇.png,pic/source_han_sans/奇.png,pic/AlibabaPuHuiTi/奇.png,pic/kaiti/奇.png,pic/hanyi_senty_wen/奇.png"
奋,1 3 4 2 5 1 2 1,1051,0594B,"pic/noto_serif/奋.png,pic/source_han_sans/奋.png,pic/AlibabaPuHuiTi/奋.png,pic/kaiti/奋.png,pic/hanyi_senty_wen/奋.png"
态,1 3 4 4 4 5 4 4,1052,06001,"pic/noto_serif/态.png,pic/source_han_sans/态.png,pic/AlibabaPuHuiTi/态.png,pic/kaiti/态.png,pic/hanyi_senty_wen/态.png"
欧,1 3 4 5 3 5 3 4,1053,06B27,"pic/noto_serif/欧.png,pic/source_han_sans/欧.png,pic/AlibabaPuHuiTi/欧.png,pic/kaiti/欧.png,pic/hanyi_senty_wen/欧.png"
殴,1 3 4 5 3 5 5 4,1054,06BB4,"pic/noto_serif/殴.png,pic/source_han_sans/殴.png,pic/AlibabaPuHuiTi/殴.png,pic/kaiti/殴.png,pic/hanyi_senty_wen/殴.png"
垄,1 3 5 3 4 1 2 1,1055,05784,"pic/noto_serif/垄.png,pic/source_han_sans/垄.png,pic/AlibabaPuHuiTi/垄.png,pic/kaiti/垄.png,pic/hanyi_senty_wen/垄.png"
妻,1 5 1 1 2 5 3 1,1056,059BB,"pic/noto_serif/妻.png,pic/source_han_sans/妻.png,pic/AlibabaPuHuiTi/妻.png,pic/kaiti/妻.png,pic/hanyi_senty_wen/妻.png"
轰,1 5 1 2 5 4 5 4,1057,08F70,"pic/noto_serif/轰.png,pic/source_han_sans/轰.png,pic/AlibabaPuHuiTi/轰.png,pic/kaiti/轰.png,pic/hanyi_senty_wen/轰.png"
顷,1 5 1 3 2 5 3 4,1058,09877,"pic/noto_serif/顷.png,pic/source_han_sans/顷.png,pic/AlibabaPuHuiTi/顷.png,pic/kaiti/顷.png,pic/hanyi_senty_wen/顷.png"
转,1 5 2 1 1 1 5 4,1059,08F6C,"pic/noto_serif/转.png,pic/source_han_sans/转.png,pic/AlibabaPuHuiTi/转.png,pic/kaiti/转.png,pic/hanyi_senty_wen/转.png"
斩,1 5 2 1 3 3 1 2,1060,065A9,"pic/noto_serif/斩.png,pic/source_han_sans/斩.png,pic/AlibabaPuHuiTi/斩.png,pic/kaiti/斩.png,pic/hanyi_senty_wen/斩.png"
轮,1 5 2 1 3 4 3 5,1061,08F6E,"pic/noto_serif/轮.png,pic/source_han_sans/轮.png,pic/AlibabaPuHuiTi/轮.png,pic/kaiti/轮.png,pic/hanyi_senty_wen/轮.png"
软,1 5 2 1 3 5 3 4,1062,08F6F,"pic/noto_serif/软.png,pic/source_han_sans/软.png,pic/AlibabaPuHuiTi/软.png,pic/kaiti/软.png,pic/hanyi_senty_wen/软.png"
到,1 5 4 1 2 1 2 2,1063,05230,"pic/noto_serif/到.png,pic/source_han_sans/到.png,pic/AlibabaPuHuiTi/到.png,pic/kaiti/到.png,pic/hanyi_senty_wen/到.png"
